date_time,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,traffic_volume,is_holiday,weather_type,weather_description
2017-05-19 07:00:00,233.0,61.0,5.0,222.0,6.0,6.0,279.02,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-19 08:00:00,126.0,56.0,4.0,223.0,8.0,8.0,279.48,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 09:00:00,120.0,56.0,4.0,223.0,4.0,4.0,280.15,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 10:00:00,158.0,56.0,4.0,223.0,4.0,4.0,280.95,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 11:00:00,246.0,53.0,3.0,230.0,8.0,8.0,281.41,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 12:00:00,58.0,53.0,3.0,230.0,5.0,5.0,282.36,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-19 13:00:00,56.0,53.0,3.0,230.0,8.0,8.0,283.09,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-19 14:00:00,110.0,67.0,2.0,205.0,2.0,2.0,284.09,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-19 15:00:00,275.0,67.0,2.0,205.0,7.0,7.0,284.62,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-19 16:00:00,95.0,67.0,2.0,205.0,6.0,6.0,285.22,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-19 17:00:00,246.0,82.0,2.0,201.0,3.0,3.0,285.51,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-19 18:00:00,45.0,90.0,2.0,219.0,9.0,9.0,285.62,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-19 19:00:00,205.0,90.0,2.0,219.0,1.0,1.0,285.42,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 20:00:00,246.0,91.0,1.0,186.0,3.0,3.0,284.78,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 21:00:00,83.0,82.0,1.0,186.0,5.0,5.0,284.62,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 22:00:00,244.0,25.0,2.0,153.0,9.0,9.0,284.44,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-19 23:00:00,123.0,84.0,1.0,192.0,9.0,9.0,283.75,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 00:00:00,240.0,90.0,1.0,192.0,4.0,4.0,283.42,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 01:00:00,146.0,90.0,1.0,192.0,1.0,1.0,283.09,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 02:00:00,22.0,79.0,2.0,164.0,5.0,5.0,282.69,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 03:00:00,194.0,79.0,2.0,164.0,9.0,9.0,282.42,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 04:00:00,91.0,79.0,2.0,164.0,6.0,6.0,282.15,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-20 05:00:00,174.0,70.0,5.0,171.0,7.0,7.0,281.84,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 06:00:00,20.0,68.0,5.0,171.0,1.0,1.0,281.55,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-20 07:00:00,15.0,68.0,0.0,90.0,6.0,6.0,281.44,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-20 08:00:00,184.0,62.0,3.0,202.0,4.0,4.0,280.75,0.0,0.0,90.0,0,None,Rain,moderate rain
2017-05-20 09:00:00,203.0,62.0,8.0,137.0,4.0,4.0,280.09,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-20 10:00:00,172.5,63.0,0.5,140.5,6.0,6.0,279.89,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-20 11:00:00,234.66666666666666,67.0,5.333333333333333,185.33333333333334,6.333333333333333,6.333333333333333,279.29,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-20 12:00:00,175.0,70.5,5.0,185.0,4.5,4.5,279.15,0.0,0.0,90.0,0,None,Mist,heavy intensity rain
2017-05-20 13:00:00,208.5,72.0,5.0,186.0,6.5,6.5,279.02,0.0,0.0,90.0,0,None,Mist,mist
2017-05-20 14:00:00,135.5,76.0,5.0,190.0,4.5,4.5,279.42,0.0,0.0,90.0,0,None,Mist,mist
2017-05-20 15:00:00,99.0,82.5,4.5,193.5,3.0,3.0,279.88,0.0,0.0,90.0,0,None,Mist,mist
2017-05-20 16:00:00,238.5,89.0,4.0,197.0,7.0,7.0,280.22,0.0,0.0,90.0,0,None,Mist,mist
2017-05-20 17:00:00,280.5,100.0,3.0,239.0,8.0,8.0,280.69,0.0,0.0,90.0,0,None,Mist,mist
2017-05-20 18:00:00,260.0,90.0,4.0,235.0,8.666666666666666,8.666666666666666,281.02,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-20 19:00:00,198.33333333333334,89.0,4.333333333333333,214.33333333333334,7.666666666666667,7.666666666666667,281.28,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-20 20:00:00,155.33333333333334,99.0,2.0,292.0,7.0,7.0,281.62,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-20 21:00:00,185.33333333333334,98.0,2.0,340.0,4.333333333333333,4.333333333333333,281.62,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-20 22:00:00,107.0,98.66666666666667,1.3333333333333333,113.33333333333333,3.6666666666666665,3.6666666666666665,281.68,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-20 23:00:00,74.0,94.0,1.0,309.0,3.6666666666666665,3.6666666666666665,281.95,0.0,0.0,90.0,0,None,Drizzle,heavy intensity drizzle
2017-05-21 00:00:00,109.0,98.0,3.0,342.0,6.333333333333333,6.333333333333333,282.22,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 01:00:00,167.0,97.0,3.0,348.0,5.0,5.0,282.62,0.0,0.0,90.0,0,None,Drizzle,heavy intensity drizzle
2017-05-21 02:00:00,111.33333333333333,93.66666666666667,1.6666666666666667,242.66666666666666,5.0,5.0,282.82,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 03:00:00,179.0,87.5,1.0,180.5,3.5,3.5,282.89,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 04:00:00,159.0,83.0,1.0,336.0,6.5,6.5,283.09,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 05:00:00,131.66666666666666,75.0,1.3333333333333333,312.6666666666667,7.666666666666667,7.666666666666667,283.22,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 06:00:00,189.0,84.33333333333333,1.3333333333333333,307.6666666666667,4.333333333333333,4.333333333333333,282.95,0.0,0.0,90.0,0,None,Drizzle,heavy intensity drizzle
2017-05-21 07:00:00,137.0,91.66666666666667,1.0,277.3333333333333,4.666666666666667,4.666666666666667,282.62,0.0,0.0,90.0,0,None,Drizzle,heavy intensity drizzle
2017-05-21 08:00:00,190.0,92.5,1.5,272.0,7.0,7.0,282.49,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 09:00:00,123.5,91.5,2.0,292.0,2.5,2.5,282.42,0.0,0.0,90.0,0,None,Drizzle,heavy intensity drizzle
2017-05-21 10:00:00,143.66666666666666,90.0,2.0,306.6666666666667,7.333333333333333,7.333333333333333,282.75,0.0,0.0,90.0,0,None,Drizzle,heavy intensity drizzle
2017-05-21 11:00:00,190.66666666666666,88.66666666666667,2.6666666666666665,309.3333333333333,4.666666666666667,4.666666666666667,283.01,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-21 12:00:00,154.66666666666666,86.66666666666667,4.0,308.6666666666667,5.333333333333333,5.333333333333333,283.15,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-21 13:00:00,225.66666666666666,71.33333333333333,3.6666666666666665,297.6666666666667,4.666666666666667,4.666666666666667,283.15,0.0,0.0,90.0,0,None,Drizzle,heavy intensity rain
2017-05-21 14:00:00,116.0,75.0,3.0,289.0,7.5,7.5,282.75,0.0,0.0,90.0,0,None,Mist,light rain
2017-05-21 15:00:00,53.0,75.0,3.0,289.0,1.0,1.0,282.65,0.0,0.0,90.0,0,None,Mist,mist
2017-05-21 16:00:00,34.0,79.0,2.0,279.0,2.0,2.0,282.46,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-21 17:00:00,217.0,79.0,2.0,279.0,8.0,8.0,281.94,0.0,0.0,90.0,0,None,Haze,haze
2017-05-21 18:00:00,163.0,87.0,1.0,251.0,9.0,9.0,281.68,0.0,0.0,90.0,0,None,Mist,light rain
2017-05-21 19:00:00,58.0,85.5,1.0,252.0,5.5,5.5,281.4,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 20:00:00,206.66666666666666,87.33333333333333,1.6666666666666667,292.6666666666667,8.666666666666666,8.666666666666666,281.21,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-21 21:00:00,153.5,88.0,2.0,329.0,3.5,3.5,281.03,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 22:00:00,64.0,88.0,2.0,345.0,4.5,4.5,280.75,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-21 23:00:00,264.0,75.0,2.0,354.0,2.0,2.0,280.72,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-22 00:00:00,28.0,75.0,0.0,0.0,8.0,8.0,280.86,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-22 01:00:00,42.5,71.5,1.5,338.5,5.0,5.0,280.75,0.0,0.0,75.0,0,None,Drizzle,light intensity drizzle
2017-05-22 02:00:00,232.0,68.0,1.0,323.0,6.0,6.0,280.62,0.0,0.0,1.0,0,None,Drizzle,light intensity drizzle
2017-05-22 03:00:00,83.0,68.0,1.0,323.0,9.0,9.0,280.48,0.0,0.0,90.0,0,None,Drizzle,drizzle
2017-05-22 04:00:00,143.0,64.0,1.0,306.0,6.0,6.0,280.09,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-22 05:00:00,168.0,64.0,1.0,306.0,6.0,6.0,280.09,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-22 06:00:00,252.0,64.0,1.0,306.0,6.0,6.0,280.02,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-22 07:00:00,108.0,64.0,1.0,306.0,3.0,3.0,280.22,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-22 08:00:00,259.0,79.0,0.0,355.0,9.0,9.0,281.86,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 09:00:00,38.0,79.0,0.0,355.0,6.0,6.0,283.88,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 10:00:00,286.0,79.0,0.0,355.0,6.0,6.0,285.48,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 11:00:00,178.0,84.0,1.0,100.0,5.0,5.0,286.95,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 12:00:00,206.0,84.0,1.0,100.0,8.0,8.0,288.08,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 13:00:00,97.0,84.0,1.0,100.0,4.0,4.0,288.89,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 14:00:00,293.0,85.0,1.0,124.0,9.0,9.0,289.69,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-22 15:00:00,171.0,85.0,1.0,124.0,2.0,2.0,290.15,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-22 16:00:00,65.0,85.0,1.0,124.0,6.0,6.0,290.88,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 17:00:00,192.0,84.0,1.0,125.0,7.0,7.0,290.95,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 18:00:00,223.0,84.0,1.0,125.0,5.0,5.0,290.69,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 19:00:00,38.0,84.0,1.0,125.0,8.0,8.0,290.15,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-22 20:00:00,12.0,75.0,2.0,149.0,1.0,1.0,289.09,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 21:00:00,276.0,75.0,2.0,149.0,1.0,1.0,287.49,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-22 22:00:00,263.0,69.0,1.0,158.0,8.0,8.0,286.36,0.0,0.0,75.0,0,None,Rain,light rain
2017-05-22 23:00:00,149.5,69.0,4.0,146.5,2.5,2.5,285.43,0.0,0.0,75.0,0,None,Drizzle,drizzle
2017-05-23 00:00:00,163.0,61.0,2.0,163.0,9.0,9.0,284.76,0.0,0.0,40.0,0,None,Rain,moderate rain
2017-05-23 01:00:00,202.0,61.0,2.0,163.0,2.0,2.0,283.6,0.0,0.0,1.0,0,None,Rain,light rain
2017-05-23 02:00:00,179.0,60.5,1.5,163.5,4.0,4.0,283.16,0.0,0.0,40.0,0,None,Drizzle,drizzle
2017-05-23 03:00:00,160.0,60.0,1.0,164.0,6.0,6.0,282.78,0.0,0.0,40.0,0,None,Rain,moderate rain
2017-05-23 04:00:00,198.0,60.0,1.0,164.0,4.0,4.0,282.91,0.0,0.0,75.0,0,None,Drizzle,light intensity drizzle
2017-05-23 05:00:00,91.0,60.0,1.0,164.0,7.0,7.0,282.75,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-23 06:00:00,25.0,74.0,1.0,176.0,2.0,2.0,282.69,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-23 07:00:00,196.0,74.0,1.0,176.0,8.0,8.0,282.42,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-23 08:00:00,243.0,74.0,1.0,176.0,1.0,1.0,282.82,0.0,0.0,90.0,0,None,Rain,light rain
2017-05-23 09:00:00,185.0,84.0,1.0,189.0,4.0,4.0,283.28,0.0,0.0,90.0,0,None,Rain,light rain
2017-05-23 10:00:00,282.0,84.0,1.0,189.0,1.0,1.0,284.52,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-23 11:00:00,74.0,86.0,1.0,137.0,7.5,7.5,285.55,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-23 12:00:00,201.5,85.5,1.0,137.0,1.5,1.5,286.28,0.0,0.0,90.0,0,None,Drizzle,light intensity drizzle
2017-05-23 13:00:00,122.0,85.0,1.0,137.0,4.0,4.0,286.75,0.0,0.0,90.0,0,None,Rain,light rain
2017-05-23 14:00:00,39.0,85.0,1.0,137.0,1.0,1.0,287.58,0.0,0.0,90.0,0,None,Rain,light rain
2017-05-23 15:00:00,228.0,73.0,3.0,202.0,4.0,4.0,287.65,0.0,0.0,90.0,0,None,Rain,proximity shower rain
2017-05-23 16:00:00,56.0,73.0,3.0,202.0,6.0,6.0,288.02,0.0,0.0,75.0,0,None,Rain,proximity shower rain
2017-05-23 17:00:00,293.0,73.0,0.0,202.0,7.0,7.0,287.65,0.0,0.0,75.0,0,None,Rain,light rain
2017-05-23 18:00:00,50.0,77.0,1.0,224.0,3.0,3.0,288.02,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-23 19:00:00,262.0,74.0,1.0,221.0,6.0,6.0,288.09,0.0,0.0,75.0,0,None,Rain,proximity shower rain
2017-05-23 20:00:00,121.0,74.0,1.0,221.0,6.0,6.0,287.28,0.0,0.0,40.0,0,None,Drizzle,light intensity drizzle
2017-05-23 21:00:00,210.0,65.0,1.0,215.0,7.0,7.0,286.82,0.0,0.0,40.0,0,None,Rain,light rain
2017-05-23 22:00:00,225.0,68.0,0.0,164.0,7.0,7.0,285.89,0.0,0.0,1.0,0,None,Rain,light rain
2017-05-23 23:00:00,150.0,68.0,3.0,319.0,5.0,5.0,285.22,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-24 00:00:00,231.0,61.0,0.0,342.0,1.0,1.0,284.35,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-24 01:00:00,180.0,61.0,2.0,216.0,8.0,8.0,283.49,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-24 02:00:00,234.0,61.0,2.0,216.0,9.0,9.0,282.53,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-24 03:00:00,128.0,61.0,2.0,216.0,8.0,8.0,281.84,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-24 04:00:00,119.0,74.0,2.0,204.0,1.0,1.0,281.65,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-24 05:00:00,67.0,74.0,2.0,204.0,3.0,3.0,281.27,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-24 06:00:00,285.0,74.0,2.0,204.0,5.0,5.0,281.09,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-24 07:00:00,123.0,91.0,1.0,219.0,7.0,7.0,281.46,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-24 08:00:00,200.0,91.0,1.0,219.0,9.0,9.0,282.08,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 09:00:00,10.0,90.0,1.0,242.0,2.0,2.0,283.35,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 10:00:00,32.0,90.0,1.0,242.0,9.0,9.0,284.21,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-24 11:00:00,42.0,87.0,1.0,242.0,3.0,3.0,285.54,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 12:00:00,194.0,88.0,1.0,216.0,1.0,1.0,287.02,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-24 13:00:00,218.0,88.0,1.0,216.0,7.0,7.0,287.36,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-24 14:00:00,191.0,88.0,1.0,216.0,3.0,3.0,287.75,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 15:00:00,104.0,80.0,1.0,254.0,3.0,3.0,288.21,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 16:00:00,132.0,80.0,1.0,254.0,8.0,8.0,288.61,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-24 17:00:00,168.0,80.0,1.0,254.0,3.0,3.0,289.15,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-24 18:00:00,255.0,80.0,1.0,323.0,7.0,7.0,289.15,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 19:00:00,174.0,80.0,1.0,323.0,1.0,1.0,289.08,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 20:00:00,257.0,80.0,1.0,323.0,6.0,6.0,288.88,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 21:00:00,254.0,70.0,2.0,330.0,3.0,3.0,287.9,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-24 22:00:00,266.0,70.0,2.0,330.0,9.0,9.0,286.87,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-24 23:00:00,155.0,70.0,2.0,330.0,8.0,8.0,286.3,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-25 00:00:00,291.0,63.0,1.0,341.0,6.0,6.0,285.65,0.0,0.0,90.0,0,None,Clouds,overcast clouds
2017-05-25 01:00:00,202.0,63.0,1.0,341.0,2.0,2.0,285.16,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-25 02:00:00,134.0,63.0,1.0,341.0,1.0,1.0,283.99,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-25 03:00:00,134.0,63.0,1.0,341.0,1.0,1.0,282.28,0.0,0.0,1.0,0,None,Mist,mist
2017-05-25 04:00:00,66.0,80.0,1.0,21.0,2.0,2.0,281.56,0.0,0.0,1.0,0,None,Mist,mist
2017-05-25 05:00:00,206.0,80.0,1.0,21.0,1.0,1.0,281.08,0.0,0.0,1.0,0,None,Mist,mist
2017-05-25 06:00:00,223.0,80.0,1.0,21.0,9.0,9.0,280.88,0.0,0.0,1.0,0,None,Mist,mist
2017-05-25 07:00:00,117.0,87.0,1.0,81.0,7.5,7.5,282.01,0.0,0.0,1.0,0,None,Fog,fog
2017-05-25 08:00:00,277.0,87.0,1.0,81.0,9.0,9.0,284.28,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-25 09:00:00,224.0,88.0,1.0,124.0,3.0,3.0,286.48,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-25 10:00:00,185.0,88.0,1.0,124.0,9.0,9.0,288.48,0.0,0.0,1.0,0,None,Clear,sky is clear
2017-05-25 11:00:00,81.0,90.0,1.0,127.0,7.0,7.0,289.88,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-25 12:00:00,24.0,90.0,1.0,127.0,2.0,2.0,290.58,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-25 13:00:00,39.0,90.0,1.0,127.0,3.0,3.0,291.35,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-25 14:00:00,64.0,90.0,1.0,127.0,1.0,1.0,292.15,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-25 15:00:00,82.0,77.0,2.0,163.0,4.0,4.0,292.95,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-25 16:00:00,118.0,52.0,2.0,163.0,6.0,6.0,293.68,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-25 17:00:00,158.0,73.0,2.0,208.0,3.0,3.0,293.68,0.0,0.0,40.0,0,None,Rain,light rain
2017-05-25 18:00:00,245.0,73.0,2.0,208.0,1.0,1.0,294.15,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-25 19:00:00,145.0,73.0,2.0,208.0,7.0,7.0,294.02,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-25 20:00:00,184.0,65.0,2.0,225.0,4.0,4.0,292.84,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-25 21:00:00,146.0,65.0,2.0,225.0,9.0,9.0,291.55,0.0,0.0,75.0,0,None,Drizzle,light intensity drizzle
2017-05-25 22:00:00,93.0,60.0,2.0,177.0,4.0,4.0,290.84,0.0,0.0,75.0,0,None,Rain,light rain
2017-05-25 23:00:00,239.0,60.0,2.0,177.0,5.0,5.0,290.09,0.0,0.0,40.0,0,None,Rain,light rain
2017-05-26 00:00:00,132.0,60.0,2.0,177.0,1.0,1.0,289.42,0.0,0.0,40.0,0,None,Rain,light rain
2017-05-26 01:00:00,171.0,60.0,2.0,177.0,9.0,9.0,289.28,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-26 02:00:00,69.0,88.0,3.0,173.0,6.0,6.0,289.37,0.0,0.0,75.0,0,None,Clouds,broken clouds
2017-05-26 03:00:00,160.0,88.0,3.0,173.0,3.0,3.0,289.29,0.0,0.0,40.0,0,None,Clouds,scattered clouds
2017-05-26 04:00:00,262.0,88.0,3.0,173.0,9.0,9.0,289.15,0.0,0.0,40.0,0,None,Clouds,scattered clouds
