date_time,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,traffic_volume,is_holiday,weather_type,weather_description
2012-10-03 00:00:00,58.0,60.0,4.0,324.0,2.0,2.0,284.63,0.0,0.0,1.0,506.0,None,Clear,sky is clear
2012-10-03 01:00:00,158.0,59.0,4.0,324.0,6.0,6.0,283.47,0.0,0.0,1.0,321.0,None,Clear,sky is clear
2012-10-03 02:00:00,166.0,59.0,4.0,323.0,1.0,1.0,281.18,0.0,0.0,1.0,273.0,None,Clear,sky is clear
2012-10-03 03:00:00,101.0,58.0,4.0,323.0,7.0,7.0,281.09,0.0,0.0,1.0,367.0,None,Clear,sky is clear
2012-10-03 04:00:00,161.0,58.0,4.0,322.0,4.0,4.0,279.53,0.0,0.0,1.0,814.0,None,Clear,sky is clear
2012-10-03 05:00:00,179.0,57.0,4.0,322.0,3.0,3.0,278.62,0.0,0.0,1.0,2718.0,None,Clear,sky is clear
2012-10-03 06:00:00,93.0,57.0,4.0,322.0,4.0,4.0,278.23,0.0,0.0,1.0,5673.0,None,Clear,sky is clear
2012-10-03 08:00:00,57.0,56.0,4.0,321.0,4.0,4.0,278.12,0.0,0.0,1.0,6511.0,None,Clear,sky is clear
2012-10-03 09:00:00,226.0,56.0,4.0,321.0,4.0,4.0,282.48,0.0,0.0,1.0,5471.0,None,Clear,sky is clear
2012-10-03 12:00:00,86.0,55.0,4.0,320.0,3.0,3.0,291.97,0.0,0.0,1.0,5097.0,None,Clear,sky is clear
2012-10-03 13:00:00,52.0,55.0,4.0,320.0,1.0,1.0,293.23,0.0,0.0,1.0,4887.0,None,Clear,sky is clear
2012-10-03 14:00:00,273.0,55.0,4.0,320.0,4.0,4.0,294.31,0.0,0.0,1.0,5337.0,None,Clear,sky is clear
2012-10-03 15:00:00,72.0,55.0,5.0,350.0,3.0,3.0,295.17,0.0,0.0,1.0,5692.0,None,Clear,sky is clear
2012-10-03 16:00:00,254.0,55.0,4.0,320.0,1.0,1.0,295.13,0.0,0.0,1.0,6137.0,None,Clear,sky is clear
2012-10-03 18:00:00,129.0,55.0,5.0,330.0,4.0,4.0,293.66,0.0,0.0,20.0,4623.0,None,Clouds,few clouds
2012-10-03 19:00:00,271.0,48.0,7.0,330.0,1.0,1.0,290.65,0.0,0.0,20.0,3591.0,None,Clouds,few clouds
2012-10-03 20:00:00,259.0,42.0,6.0,320.0,1.0,1.0,288.19,0.0,0.0,20.0,2898.0,None,Clouds,few clouds
2012-10-03 21:00:00,61.0,33.0,5.0,340.0,8.0,8.0,287.1,0.0,0.0,1.0,2637.0,None,Clear,sky is clear
2012-10-03 22:00:00,286.0,30.0,5.0,340.0,4.0,4.0,286.25,0.0,0.0,1.0,1777.0,None,Clear,sky is clear
2012-10-03 23:00:00,151.0,33.0,3.0,340.0,9.0,9.0,285.26,0.0,0.0,1.0,1015.0,None,Clear,sky is clear
2012-10-04 00:00:00,260.0,32.0,5.0,350.0,8.0,8.0,284.55,0.0,0.0,1.0,598.0,None,Clear,sky is clear
2012-10-04 01:00:00,234.0,37.0,5.0,350.0,5.0,5.0,283.47,0.0,0.0,1.0,369.0,None,Clear,sky is clear
2012-10-04 02:00:00,162.0,36.0,4.0,330.0,5.0,5.0,283.17,0.0,0.0,1.0,312.0,None,Clear,sky is clear
2012-10-04 03:00:00,65.0,39.0,6.0,340.0,1.0,1.0,282.04,0.0,0.0,1.0,367.0,None,Clear,sky is clear
2012-10-04 04:00:00,18.0,41.0,5.0,340.0,1.0,1.0,281.69,0.0,0.0,1.0,835.0,None,Clear,sky is clear
2012-10-04 05:00:00,250.0,44.0,5.0,350.0,4.0,4.0,281.32,0.0,0.0,1.0,2726.0,None,Clear,sky is clear
2012-10-04 06:00:00,173.0,44.0,4.0,340.0,4.0,4.0,280.74,0.0,0.0,1.0,5689.0,None,Clear,sky is clear
2012-10-04 07:00:00,142.0,47.0,4.0,350.0,2.0,2.0,280.57,0.0,0.0,1.0,6990.0,None,Clear,sky is clear
2012-10-04 08:00:00,90.0,50.0,4.0,360.0,5.0,5.0,281.86,0.0,0.0,1.0,5985.0,None,Clear,sky is clear
2012-10-04 09:00:00,144.0,75.0,0.0,0.0,6.0,6.0,284.98,0.0,0.0,1.0,5309.0,None,Clear,sky is clear
2012-10-04 10:00:00,143.0,57.0,0.0,0.0,8.0,8.0,289.18,0.0,0.0,1.0,4603.0,None,Clear,sky is clear
2012-10-04 11:00:00,61.0,70.0,1.0,320.0,1.0,1.0,291.55,0.0,0.0,1.0,4884.0,None,Clear,sky is clear
2012-10-04 12:00:00,211.0,93.0,0.0,0.0,4.0,4.0,294.97,0.0,0.0,1.0,5104.0,None,Clear,sky is clear
2012-10-04 13:00:00,207.0,84.0,0.0,0.0,6.0,6.0,296.38,0.0,0.0,1.0,5178.0,None,Clear,sky is clear
2012-10-04 14:00:00,115.0,75.0,0.0,0.0,7.0,7.0,297.32,0.0,0.0,1.0,5501.0,None,Clear,sky is clear
2012-10-04 15:00:00,253.0,57.0,0.0,0.0,2.0,2.0,298.17,0.0,0.0,1.0,5713.0,None,Clear,sky is clear
2012-10-04 16:00:00,242.0,53.0,1.0,63.0,5.0,5.0,298.06,0.0,0.0,20.0,6292.0,None,Clouds,few clouds
2012-10-04 17:00:00,23.0,49.0,2.0,126.0,5.0,5.0,297.67,0.0,0.0,20.0,6057.0,None,Clouds,few clouds
2012-10-04 18:00:00,234.0,45.0,3.0,190.0,5.0,5.0,296.36,0.0,0.0,40.0,4907.0,None,Clouds,scattered clouds
2012-10-04 19:00:00,220.0,37.0,3.0,170.0,6.0,6.0,293.85,0.0,0.0,40.0,3503.0,None,Clouds,scattered clouds
2012-10-04 20:00:00,210.0,28.0,3.0,190.0,5.0,5.0,292.43,0.0,0.0,40.0,3037.0,None,Clouds,scattered clouds
2012-10-04 21:00:00,174.0,30.0,2.0,0.0,7.0,7.0,291.77,0.0,0.0,75.0,2822.0,None,Clouds,broken clouds
2012-10-04 22:00:00,58.0,26.0,4.0,140.0,4.0,4.0,291.36,0.0,0.0,75.0,1992.0,None,Clouds,broken clouds
2012-10-04 23:00:00,142.0,26.0,3.0,170.0,1.0,1.0,291.12,0.0,0.0,75.0,1166.0,None,Clouds,broken clouds
2012-10-05 00:00:00,79.0,26.0,3.0,200.0,6.0,6.0,290.63,0.0,0.0,75.0,627.0,None,Clouds,broken clouds
2012-10-05 01:00:00,128.0,30.0,3.0,180.0,9.0,9.0,290.46,0.0,0.0,40.0,388.0,None,Clouds,scattered clouds
2012-10-05 03:00:00,148.0,34.0,2.0,150.0,4.0,4.0,289.26,0.0,0.0,0.0,368.0,None,Clear,sky is clear
2012-10-05 05:00:00,252.0,41.0,2.0,140.0,7.0,7.0,283.21,0.0,0.0,75.0,2489.0,None,Clouds,broken clouds
2012-10-05 06:00:00,190.0,47.0,3.0,140.0,3.0,3.0,282.24,0.0,0.0,90.0,5537.0,None,Clouds,overcast clouds
2012-10-05 07:00:00,192.0,47.0,2.0,160.0,9.0,9.0,281.69,0.0,0.0,90.0,6628.0,None,Clouds,overcast clouds
2012-10-05 08:00:00,59.0,47.0,2.0,160.0,9.0,9.0,280.57,0.0,0.0,90.0,5534.0,None,Clouds,overcast clouds
2012-10-05 09:00:00,190.0,54.0,2.0,130.0,6.0,6.0,280.02,0.0,0.0,75.0,5403.0,None,Clouds,broken clouds
2012-10-05 10:00:00,134.0,71.0,0.0,0.0,5.0,5.0,280.11,0.0,0.0,75.0,4770.0,None,Clouds,broken clouds
2012-10-05 11:00:00,240.0,58.0,2.0,110.0,8.0,8.0,280.0,0.0,0.0,90.0,5217.0,None,Clouds,overcast clouds
2012-10-05 12:00:00,12.0,76.0,2.0,150.0,9.0,9.0,280.53,0.0,0.0,90.0,5870.0,None,Clouds,overcast clouds
2012-10-05 13:00:00,182.0,71.0,3.0,110.0,5.0,5.0,281.43,0.0,0.0,75.0,5967.0,None,Clouds,broken clouds
2012-10-05 14:00:00,90.0,71.0,1.0,110.0,5.0,5.0,281.78,0.0,0.0,90.0,6108.0,None,Clouds,overcast clouds
2012-10-05 15:00:00,284.0,76.0,2.0,110.0,3.0,3.0,281.91,0.0,0.0,90.0,6128.0,None,Clouds,overcast clouds
2012-10-05 16:00:00,228.0,76.0,2.0,120.0,2.0,2.0,281.73,0.0,0.0,90.0,6069.0,None,Clouds,overcast clouds
2012-10-05 17:00:00,149.0,71.0,1.0,110.0,9.0,9.0,281.42,0.0,0.0,90.0,6169.0,None,Clouds,overcast clouds
2012-10-05 18:00:00,72.0,54.0,0.0,0.0,8.0,8.0,280.87,0.0,0.0,90.0,5384.0,None,Clouds,overcast clouds
2012-10-05 19:00:00,36.0,45.0,2.0,160.0,2.0,2.0,280.15,0.0,0.0,90.0,4063.0,None,Clouds,overcast clouds
2012-10-05 20:00:00,205.0,35.0,2.0,0.0,6.0,6.0,279.78,0.0,0.0,90.0,3364.0,None,Clouds,overcast clouds
2012-10-05 21:00:00,161.0,27.0,4.0,160.0,9.0,9.0,279.65,0.0,0.0,75.0,2971.0,None,Clouds,broken clouds
2012-10-05 22:00:00,261.0,25.0,4.0,180.0,4.0,4.0,279.22,0.0,0.0,40.0,2450.0,None,Clouds,scattered clouds
2012-10-05 23:00:00,257.0,25.0,4.0,160.0,4.0,4.0,279.06,0.0,0.0,40.0,1832.0,None,Clouds,scattered clouds
2012-10-06 00:00:00,163.0,23.0,5.0,150.0,6.0,6.0,278.81,0.0,0.0,90.0,1231.0,None,Clouds,overcast clouds
2012-10-06 01:00:00,219.0,23.0,5.0,160.0,4.0,4.0,278.55,0.0,0.0,90.0,718.0,None,Clouds,overcast clouds
2012-10-06 02:00:00,31.0,25.0,4.0,150.0,7.0,7.0,278.59,0.0,0.0,90.0,545.0,None,Clouds,overcast clouds
2012-10-06 04:00:00,79.0,32.0,2.0,140.0,9.0,9.0,276.99,0.0,0.0,75.0,411.0,None,Clouds,broken clouds
2012-10-06 05:00:00,28.0,30.0,3.0,130.0,7.0,7.0,276.35,0.0,0.0,20.0,688.0,None,Clouds,few clouds
2012-10-06 06:00:00,110.0,37.0,3.0,130.0,1.0,1.0,275.4,0.0,0.0,1.0,1352.0,None,Clear,sky is clear
2012-10-06 07:00:00,171.0,42.0,3.0,140.0,9.0,9.0,275.17,0.0,0.0,1.0,2072.0,None,Clear,sky is clear
2012-10-06 08:00:00,148.0,45.0,5.0,140.0,3.0,3.0,274.99,0.0,0.0,1.0,3342.0,None,Clear,sky is clear
2012-10-06 09:00:00,97.0,45.0,5.0,140.0,2.0,2.0,275.09,0.0,0.0,40.0,4258.0,None,Clouds,scattered clouds
2012-10-06 10:00:00,46.0,48.0,5.0,140.0,2.0,2.0,276.88,0.0,0.0,20.0,4861.0,None,Clouds,few clouds
2012-10-06 11:00:00,180.0,24.0,2.0,194.0,7.0,7.0,278.04,0.0,0.0,20.0,5191.0,None,Clouds,few clouds
2012-10-06 12:00:00,269.0,24.0,0.0,248.0,6.0,6.0,279.08,0.0,0.0,40.0,5669.0,None,Clouds,scattered clouds
2012-10-06 13:00:00,280.0,31.0,4.0,239.0,6.0,6.0,280.12,0.0,0.0,75.0,5074.0,None,Clouds,broken clouds
2012-10-06 14:00:00,264.0,62.0,9.0,230.0,7.0,7.0,280.25,0.0,0.0,75.0,5025.0,None,Clouds,broken clouds
2012-10-06 15:00:00,149.0,70.0,5.0,240.0,5.0,5.0,280.0,0.0,0.0,75.0,5153.0,None,Clouds,broken clouds
2012-10-06 16:00:00,77.0,70.0,9.0,240.0,5.0,5.0,279.06,0.0,0.0,90.0,5024.0,None,Clouds,overcast clouds
2012-10-06 17:00:00,77.0,70.0,8.0,250.0,1.0,1.0,278.91,0.0,0.0,90.0,4779.0,None,Clouds,overcast clouds
2012-10-06 18:00:00,178.0,70.0,7.0,250.0,1.0,1.0,278.39,0.0,0.0,90.0,4362.0,None,Clouds,overcast clouds
2012-10-06 19:00:00,114.0,61.0,9.0,250.0,8.0,8.0,278.16,0.0,0.0,90.0,3860.0,None,Clouds,overcast clouds
2012-10-06 20:00:00,67.0,65.0,9.0,260.0,2.0,2.0,278.16,0.0,0.0,90.0,3160.0,None,Clouds,overcast clouds
2012-10-06 21:00:00,196.0,70.0,8.0,250.0,1.0,1.0,277.93,0.0,0.0,90.0,2992.0,None,Clouds,overcast clouds
2012-10-06 22:00:00,65.0,70.0,10.0,270.0,5.0,5.0,276.9,0.0,0.0,90.0,3202.0,None,Clouds,overcast clouds
2012-10-06 23:00:00,13.0,70.0,12.0,260.0,5.0,5.0,276.34,0.0,0.0,75.0,1941.0,None,Clouds,broken clouds
2012-10-07 00:00:00,294.0,70.0,10.0,260.0,2.0,2.0,276.11,0.0,0.0,75.0,1233.0,None,Clouds,broken clouds
2012-10-07 03:00:00,26.0,70.0,12.0,270.0,6.0,6.0,275.73,0.0,0.0,90.0,323.0,None,Clouds,overcast clouds
2012-10-07 04:00:00,246.0,70.0,8.0,260.0,7.0,7.0,275.65,0.0,0.0,90.0,312.0,None,Clouds,overcast clouds
2012-10-07 05:00:00,259.0,70.0,7.0,270.0,4.0,4.0,275.51,0.0,0.0,75.0,627.0,None,Clouds,broken clouds
2012-10-07 06:00:00,33.0,52.0,8.0,280.0,9.0,9.0,275.05,0.0,0.0,90.0,1508.0,None,Clouds,overcast clouds
2012-10-07 07:00:00,125.0,52.0,8.0,290.0,3.0,3.0,274.77,0.0,0.0,90.0,1539.0,None,Clouds,overcast clouds
2012-10-07 08:00:00,247.0,52.0,5.0,280.0,9.0,9.0,274.77,0.0,0.0,75.0,2232.0,None,Clouds,broken clouds
2012-10-07 09:00:00,178.0,56.0,7.0,290.0,7.0,7.0,275.55,0.0,0.0,75.0,4568.0,None,Clouds,broken clouds
2012-10-07 10:00:00,297.0,56.0,8.0,280.0,7.0,7.0,276.24,0.0,0.0,75.0,4624.0,None,Clouds,broken clouds
2012-10-07 11:00:00,250.0,56.0,7.0,290.0,1.0,1.0,277.01,0.0,0.0,90.0,4529.0,None,Clouds,overcast clouds
2012-10-07 12:00:00,299.0,56.0,9.0,270.0,5.0,5.0,277.43,0.0,0.0,90.0,5139.0,None,Clouds,overcast clouds
2012-10-07 13:00:00,260.0,56.0,8.0,270.0,5.0,5.0,278.45,0.0,0.0,90.0,6640.0,None,Clouds,overcast clouds
2012-10-07 14:00:00,174.0,28.0,8.0,275.0,8.0,8.0,279.27,0.0,0.0,90.0,6589.0,None,Clouds,overcast clouds
2012-10-07 15:00:00,150.0,56.0,9.0,280.0,1.0,1.0,279.27,0.0,0.0,90.0,4429.0,None,Clouds,overcast clouds
2012-10-07 16:00:00,129.0,60.0,7.0,280.0,7.0,7.0,279.44,0.0,0.0,90.0,4329.0,None,Clouds,overcast clouds
2012-10-07 17:00:00,170.0,64.0,6.0,270.0,5.0,5.0,279.32,0.0,0.0,90.0,3833.0,None,Clouds,overcast clouds
2012-10-07 18:00:00,114.0,69.0,5.0,260.0,4.0,4.0,279.27,0.0,0.0,90.0,4015.0,None,Clouds,overcast clouds
2012-10-07 19:00:00,101.0,80.0,4.0,260.0,1.0,1.0,278.11,0.0,0.0,90.0,3382.0,None,Clouds,overcast clouds
2012-10-07 20:00:00,213.0,80.0,5.0,250.0,2.0,2.0,276.79,0.0,0.0,75.0,2815.0,None,Clouds,broken clouds
2012-10-07 21:00:00,49.0,60.0,7.0,280.0,4.0,4.0,275.73,0.0,0.0,90.0,2110.0,None,Clouds,overcast clouds
2012-10-07 22:00:00,63.0,56.0,8.0,260.0,5.0,5.0,274.88,0.0,0.0,75.0,1555.0,None,Clouds,broken clouds
2012-10-07 23:00:00,98.0,45.0,8.0,290.0,9.0,9.0,273.92,0.0,0.0,20.0,959.0,None,Clouds,few clouds
2012-10-08 00:00:00,144.0,45.0,9.0,300.0,5.0,5.0,273.08,0.0,0.0,20.0,455.0,Columbus Day,Clouds,few clouds
2012-10-08 01:00:00,11.0,42.0,7.0,290.0,6.0,6.0,272.62,0.0,0.0,20.0,336.0,None,Clouds,few clouds
2012-10-08 02:00:00,106.0,42.0,8.0,280.0,7.0,7.0,271.78,0.0,0.0,1.0,265.0,None,Clear,sky is clear
2012-10-08 03:00:00,65.0,45.0,10.0,310.0,8.0,8.0,271.05,0.0,0.0,1.0,314.0,None,Clear,sky is clear
2012-10-08 04:00:00,133.0,48.0,7.0,300.0,6.0,6.0,270.63,0.0,0.0,1.0,779.0,None,Clear,sky is clear
2012-10-08 05:00:00,194.0,48.0,8.0,290.0,2.0,2.0,270.33,0.0,0.0,1.0,2571.0,None,Clear,sky is clear
2012-10-08 06:00:00,134.0,52.0,6.0,290.0,6.0,6.0,269.61,0.0,0.0,20.0,5563.0,None,Clouds,few clouds
2012-10-08 07:00:00,273.0,52.0,8.0,280.0,9.0,9.0,270.01,0.0,0.0,20.0,6676.0,None,Clouds,few clouds
2012-10-08 08:00:00,200.0,56.0,7.0,300.0,4.0,4.0,271.23,0.0,0.0,20.0,5966.0,None,Clouds,few clouds
2012-10-08 09:00:00,224.0,55.0,8.0,310.0,6.0,6.0,273.71,0.0,0.0,20.0,4832.0,None,Clouds,few clouds
2012-10-08 10:00:00,230.0,55.0,6.0,300.0,4.0,4.0,276.77,0.0,0.0,20.0,4395.0,None,Clouds,few clouds
2012-10-08 11:00:00,208.0,59.0,5.0,300.0,7.0,7.0,279.47,0.0,0.0,20.0,4411.0,None,Clouds,few clouds
2012-10-08 12:00:00,183.0,62.0,5.0,300.0,1.0,1.0,279.84,0.0,0.0,1.0,4648.0,None,Clear,sky is clear
2012-10-08 13:00:00,226.0,65.0,5.0,300.0,1.0,1.0,282.34,0.0,0.0,40.0,4602.0,None,Clouds,scattered clouds
2012-10-08 14:00:00,215.0,69.0,5.0,300.0,9.0,9.0,282.94,0.0,0.0,40.0,5125.0,None,Clouds,scattered clouds
2012-10-08 15:00:00,76.0,69.0,7.0,310.0,1.0,1.0,283.48,0.0,0.0,1.0,5502.0,None,Clear,sky is clear
2012-10-08 16:00:00,183.0,69.0,5.0,320.0,5.0,5.0,284.33,0.0,0.0,1.0,5979.0,None,Clear,sky is clear
2012-10-08 17:00:00,87.0,69.0,6.0,330.0,9.0,9.0,284.48,0.0,0.0,40.0,5663.0,None,Clouds,scattered clouds
2012-10-08 18:00:00,51.0,74.0,4.0,320.0,1.0,1.0,284.23,0.0,0.0,40.0,4259.0,None,Clouds,scattered clouds
2012-10-08 19:00:00,73.0,74.0,4.0,330.0,8.0,8.0,281.99,0.0,0.0,20.0,3069.0,None,Clouds,few clouds
2012-10-08 20:00:00,208.0,69.0,5.0,330.0,6.0,6.0,279.81,0.0,0.0,1.0,2378.0,None,Clear,sky is clear
2012-10-08 21:00:00,99.0,64.0,4.0,340.0,5.0,5.0,279.35,0.0,0.0,1.0,2030.0,None,Clear,sky is clear
2012-10-08 22:00:00,16.0,55.0,6.0,340.0,5.0,5.0,278.9,0.0,0.0,1.0,1400.0,None,Clear,sky is clear
2012-10-08 23:00:00,272.0,59.0,5.0,330.0,8.0,8.0,278.46,0.0,0.0,1.0,917.0,None,Clear,sky is clear
2012-10-09 00:00:00,131.0,41.0,4.0,340.0,8.0,8.0,277.78,0.0,0.0,1.0,515.0,None,Clear,sky is clear
2012-10-09 01:00:00,173.0,41.0,4.0,350.0,1.0,1.0,277.27,0.0,0.0,1.0,302.0,None,Clear,sky is clear
2012-10-09 02:00:00,125.0,41.0,4.0,310.0,9.0,9.0,277.47,0.0,0.0,1.0,251.0,None,Clear,sky is clear
2012-10-09 04:00:00,22.0,45.0,2.0,320.0,8.0,8.0,276.97,0.0,0.0,20.0,798.0,None,Clouds,few clouds
2012-10-09 05:00:00,29.0,41.0,5.0,350.0,7.0,7.0,276.52,0.0,0.0,40.0,2678.0,None,Clouds,scattered clouds
2012-10-09 06:00:00,210.0,38.0,3.0,350.0,8.0,8.0,276.6,0.0,0.0,40.0,5733.0,None,Clouds,scattered clouds
2012-10-09 07:00:00,263.0,38.0,2.0,360.0,4.0,4.0,277.31,0.0,0.0,75.0,6449.0,None,Clouds,broken clouds
2012-10-09 08:00:00,95.0,41.0,1.0,290.0,6.0,6.0,278.38,0.0,0.0,90.0,5765.0,None,Clouds,overcast clouds
2012-10-09 09:00:00,189.0,48.0,1.0,270.0,3.0,3.0,279.35,0.0,0.0,90.0,5599.0,None,Clouds,overcast clouds
2012-10-09 10:00:00,246.0,51.0,1.0,250.0,2.0,2.0,281.37,0.0,0.0,90.0,4534.0,None,Clouds,overcast clouds
2012-10-09 11:00:00,70.0,59.0,0.0,0.0,4.0,4.0,283.11,0.0,0.0,90.0,4691.0,None,Clouds,overcast clouds
2012-10-09 12:00:00,224.0,64.0,1.0,250.0,8.0,8.0,284.08,0.0,0.0,75.0,5067.0,None,Clouds,broken clouds
2012-10-09 13:00:00,224.0,69.0,0.0,0.0,4.0,4.0,285.14,0.0,0.0,75.0,5030.0,None,Clouds,broken clouds
2012-10-09 14:00:00,99.0,69.0,0.0,0.0,1.0,1.0,286.35,0.0,0.0,90.0,5300.0,None,Clouds,overcast clouds
2012-10-09 15:00:00,105.0,69.0,1.0,220.0,6.0,6.0,287.23,0.0,0.0,100.0,5777.0,None,Rain,light rain
2012-10-09 16:00:00,70.0,80.0,1.0,200.0,1.0,1.0,288.53,0.0,0.0,90.0,6349.0,None,Clouds,overcast clouds
2012-10-09 17:00:00,65.0,79.0,1.0,200.0,8.0,8.0,290.37,0.0,0.0,90.0,6127.0,None,Clouds,overcast clouds
2012-10-09 18:00:00,229.0,79.0,1.0,200.0,6.0,6.0,290.13,0.0,0.0,90.0,4460.0,None,Clouds,overcast clouds
2012-10-09 19:00:00,103.0,74.0,2.0,230.0,6.0,6.0,288.86,0.0,0.0,75.0,3418.0,None,Clouds,broken clouds
2012-10-09 20:00:00,49.0,74.0,0.0,0.0,4.0,4.0,287.36,0.0,0.0,90.0,2775.0,None,Clouds,overcast clouds
2012-10-09 21:00:00,257.0,74.0,3.0,220.0,1.0,1.0,285.11,0.0,0.0,90.0,2306.0,None,Clouds,overcast clouds
2012-10-09 22:00:00,226.0,51.0,5.0,230.0,2.0,2.0,283.46,0.0,0.0,90.0,1846.0,None,Clouds,overcast clouds
2012-10-09 23:00:00,163.0,44.0,4.0,230.0,4.0,4.0,282.45,0.0,0.0,90.0,947.0,None,Clouds,overcast clouds
2012-10-10 00:00:00,71.0,42.0,3.0,220.0,7.0,7.0,281.88,0.0,0.0,90.0,494.0,None,Clouds,overcast clouds
2012-10-10 01:00:00,249.0,31.0,4.0,230.0,3.0,3.0,281.78,0.0,0.0,90.0,332.0,None,Clouds,overcast clouds
2012-10-10 02:00:00,199.0,27.0,5.0,220.0,1.0,1.0,281.09,0.0,0.0,75.0,261.0,None,Clouds,broken clouds
2012-10-10 03:00:00,155.0,31.0,4.0,210.0,5.0,5.0,281.17,0.0,0.0,90.0,361.0,None,Clouds,overcast clouds
2012-10-10 06:00:00,19.0,25.0,4.0,210.0,3.0,3.0,281.25,0.0,0.0,92.0,5875.0,None,Clear,sky is clear
2012-10-10 07:00:00,104.0,22.0,4.5,220.0,2.5,2.5,281.25,0.0,0.0,99.0,6793.0,None,Drizzle,light intensity drizzle
2012-10-10 08:00:00,133.0,30.0,2.5,160.0,4.5,4.5,280.1,0.0,0.0,99.0,6283.0,None,Drizzle,light intensity drizzle
2012-10-10 09:00:00,218.0,34.5,3.0,165.0,4.5,4.5,279.61,0.0,0.0,99.0,5680.0,None,Drizzle,light intensity drizzle
2012-10-10 10:00:00,76.0,39.0,3.0,170.0,2.0,2.0,279.67,0.0,0.0,99.0,4632.0,None,Clear,sky is clear
2012-10-10 11:00:00,90.0,45.0,2.0,130.0,2.0,2.0,280.19,0.0,0.0,1.0,4887.0,None,Clear,sky is clear
2012-10-10 12:00:00,86.0,51.0,2.0,140.0,3.0,3.0,282.09,0.0,0.0,75.0,5030.0,None,Clouds,broken clouds
2012-10-10 13:00:00,257.0,42.0,2.0,200.0,7.0,7.0,282.26,0.0,0.0,75.0,5067.0,None,Clouds,broken clouds
2012-10-10 14:00:00,204.0,45.0,2.0,195.0,9.0,9.0,282.05,0.0,0.0,90.0,5227.0,None,Clouds,overcast clouds
2012-10-10 15:00:00,77.0,48.0,3.0,190.0,2.0,2.0,281.59,0.0,0.0,90.0,5610.0,None,Clouds,overcast clouds
2012-10-10 16:00:00,65.0,52.0,2.0,190.0,2.0,2.0,281.23,0.0,0.0,81.0,6286.0,None,Clear,sky is clear
2012-10-10 18:00:00,108.0,52.0,2.0,180.0,8.0,8.0,282.6,0.0,0.0,81.0,4775.0,None,Clear,sky is clear
2012-10-10 19:00:00,279.0,56.0,2.0,190.0,8.0,8.0,282.6,0.0,0.0,81.0,3340.0,None,Clear,sky is clear
2012-10-10 20:00:00,85.0,52.0,3.0,170.0,7.0,7.0,282.6,0.0,0.0,81.0,3013.0,None,Clear,sky is clear
2012-10-10 21:00:00,75.0,52.0,2.0,170.0,6.0,6.0,282.6,0.0,0.0,81.0,2603.0,None,Clear,sky is clear
2012-10-10 22:00:00,42.0,49.0,3.0,150.0,9.0,9.0,282.6,0.0,0.0,81.0,1910.0,None,Clear,sky is clear
2012-10-10 23:00:00,278.0,43.0,4.0,180.0,5.0,5.0,282.6,0.0,0.0,81.0,1037.0,None,Clear,sky is clear
2012-10-11 01:00:00,39.0,43.0,4.0,180.0,4.0,4.0,273.9,0.0,0.0,1.0,347.0,None,Clear,sky is clear
